Fecha,TIB,TIR,exp,cont
2005-11-10,5.70697999,6.0,7.0,5.0
2005-11-11,5.69300576,6.0,7.0,5.0
2005-11-12,,6.0,7.0,5.0
2005-11-13,,6.0,7.0,5.0
2005-11-14,,6.0,7.0,5.0
2005-11-15,5.67356125,6.0,7.0,5.0
2005-11-16,5.64030016,6.0,7.0,5.0
2005-11-17,5.66657512,6.0,7.0,5.0
2005-11-18,5.64635653,6.0,7.0,5.0
2005-11-19,,6.0,7.0,5.0
2005-11-20,,6.0,7.0,5.0
2005-11-21,5.6031673,6.0,7.0,5.0
2005-11-22,5.35680671,6.0,7.0,5.0
2005-11-23,5.35011006,6.0,7.0,5.0
2005-11-24,5.57725224,6.0,7.0,5.0
2005-11-25,5.47107251,6.0,7.0,5.0
2005-11-26,,6.0,7.0,5.0
2005-11-27,,6.0,7.0,5.0
2005-11-28,5.34217318,6.0,7.0,5.0
2005-11-29,5.30677605,6.0,7.0,5.0
2005-11-30,5.38360495,6.0,7.0,5.0
2005-12-01,5.30271549,6.0,7.0,5.0
2005-12-02,5.6428576,6.0,7.0,5.0
2005-12-03,,6.0,7.0,5.0
2005-12-04,,6.0,7.0,5.0
2005-12-05,5.59177194,6.0,7.0,5.0
2005-12-06,5.77018204,6.0,7.0,5.0
2005-12-07,5.60906855,6.0,7.0,5.0
2005-12-08,,6.0,7.0,5.0
2005-12-09,5.56862852,6.0,7.0,5.0
2005-12-10,,6.0,7.0,5.0
2005-12-11,,6.0,7.0,5.0
2005-12-12,5.67995525,6.0,7.0,5.0
2005-12-13,5.84817845,6.0,7.0,5.0
2005-12-14,6.06830318,6.0,7.0,5.0
2005-12-15,6.0101696,6.0,7.0,5.0
2005-12-16,5.95134586,6.0,7.0,5.0
2005-12-17,,6.0,7.0,5.0
2005-12-18,,6.0,7.0,5.0
2005-12-19,5.95665937,6.0,7.0,5.0
2005-12-20,5.91667816,6.0,7.0,5.0
2005-12-21,5.76940456,6.0,7.0,5.0
2005-12-22,5.9135551,6.0,7.0,5.0
2005-12-23,5.87250929,6.0,7.0,5.0
2005-12-24,,6.0,7.0,5.0
2005-12-25,,6.0,7.0,5.0
2005-12-26,6.07749072,6.0,7.0,5.0
2005-12-27,5.82934282,6.0,7.0,5.0
2005-12-28,5.79772429,6.0,7.0,5.0
2005-12-29,5.71185629,6.0,7.0,5.0
2005-12-30,,6.0,7.0,5.0
2005-12-31,,6.0,7.0,5.0
2006-01-01,,6.0,7.0,5.0
2006-01-02,5.84190396,6.0,7.0,5.0
2006-01-03,5.81111578,6.0,7.0,5.0
2006-01-04,5.81864256,6.0,7.0,5.0
2006-01-05,5.79563126,6.0,7.0,5.0
2006-01-06,5.80043426,6.0,7.0,5.0
2006-01-07,,6.0,7.0,5.0
2006-01-08,,6.0,7.0,5.0
2006-01-09,,6.0,7.0,5.0
2006-01-10,5.81362152,6.0,7.0,5.0
2006-01-11,5.87252871,6.0,7.0,5.0
2006-01-12,5.87870596,6.0,7.0,5.0
2006-01-13,5.85597399,6.0,7.0,5.0
2006-01-14,,6.0,7.0,5.0
2006-01-15,,6.0,7.0,5.0
2006-01-16,5.85116739,6.0,7.0,5.0
2006-01-17,5.86184545,6.0,7.0,5.0
2006-01-18,5.87755849,6.0,7.0,5.0
2006-01-19,5.85470418,6.0,7.0,5.0
2006-01-20,5.89219746,6.0,7.0,5.0
2006-01-21,,6.0,7.0,5.0
2006-01-22,,6.0,7.0,5.0
2006-01-23,5.83225917,6.0,7.0,5.0
2006-01-24,5.81984139,6.0,7.0,5.0
2006-01-25,5.83046396,6.0,7.0,5.0
2006-01-26,5.90226762,6.0,7.0,5.0
2006-01-27,5.90754337,6.0,7.0,5.0
2006-01-28,,6.0,7.0,5.0
2006-01-29,,6.0,7.0,5.0
2006-01-30,5.89401846,6.0,7.0,5.0
2006-01-31,6.09218918,6.0,7.0,5.0
2006-02-01,5.87848449,6.0,7.0,5.0
2006-02-02,5.7578098,6.0,7.0,5.0
2006-02-03,5.94534893,6.0,7.0,5.0
2006-02-04,,6.0,7.0,5.0
2006-02-05,,6.0,7.0,5.0
2006-02-06,5.96881265,6.0,7.0,5.0
2006-02-07,5.87119489,6.0,7.0,5.0
2006-02-08,5.87922259,6.0,7.0,5.0
2006-02-09,6.00701062,6.0,7.0,5.0
2006-02-10,5.94570672,6.0,7.0,5.0
2006-02-11,,6.0,7.0,5.0
2006-02-12,,6.0,7.0,5.0
2006-02-13,6.01931764,6.0,7.0,5.0
2006-02-14,5.97789107,6.0,7.0,5.0
2006-02-15,5.94689373,6.0,7.0,5.0
2006-02-16,6.01808784,6.0,7.0,5.0
2006-02-17,6.03282332,6.0,7.0,5.0
2006-02-18,,6.0,7.0,5.0
2006-02-19,,6.0,7.0,5.0
2006-02-20,5.97755988,6.0,7.0,5.0
2006-02-21,5.95090334,6.0,7.0,5.0
2006-02-22,5.98344416,6.0,7.0,5.0
2006-02-23,5.91838405,6.0,7.0,5.0
2006-02-24,6.09058444,6.0,7.0,5.0
2006-02-25,,6.0,7.0,5.0
2006-02-26,,6.0,7.0,5.0
2006-02-27,6.04359363,6.0,7.0,5.0
2006-02-28,5.92007099,6.0,7.0,5.0
2006-03-01,5.93905931,6.0,7.0,5.0
2006-03-02,5.94770374,6.0,7.0,5.0
2006-03-03,5.91001075,6.0,7.0,5.0
2006-03-04,,6.0,7.0,5.0
2006-03-05,,6.0,7.0,5.0
2006-03-06,5.86373522,6.0,7.0,5.0
2006-03-07,5.88496752,6.0,7.0,5.0
2006-03-08,5.84013503,6.0,7.0,5.0
2006-03-09,5.90046443,6.0,7.0,5.0
2006-03-10,5.95369914,6.0,7.0,5.0
2006-03-11,,6.0,7.0,5.0
2006-03-12,,6.0,7.0,5.0
2006-03-13,5.93418418,6.0,7.0,5.0
2006-03-14,5.96321414,6.0,7.0,5.0
2006-03-15,5.93278206,6.0,7.0,5.0
2006-03-16,6.02939695,6.0,7.0,5.0
2006-03-17,6.02246479,6.0,7.0,5.0
2006-03-18,,6.0,7.0,5.0
2006-03-19,,6.0,7.0,5.0
2006-03-20,,6.0,7.0,5.0
2006-03-21,6.02220655,6.0,7.0,5.0
2006-03-22,5.96167517,6.0,7.0,5.0
2006-03-23,6.01248673,6.0,7.0,5.0
2006-03-24,6.01101609,6.0,7.0,5.0
2006-03-25,,6.0,7.0,5.0
2006-03-26,,6.0,7.0,5.0
2006-03-27,5.93888101,6.0,7.0,5.0
2006-03-28,5.94088619,6.0,7.0,5.0
2006-03-29,5.94369442,6.0,7.0,5.0
2006-03-30,5.92886967,6.0,7.0,5.0
2006-03-31,5.97016058,6.0,7.0,5.0
2006-04-01,,6.0,7.0,5.0
2006-04-02,,6.0,7.0,5.0
2006-04-03,5.9494663,6.0,7.0,5.0
2006-04-04,5.95034766,6.0,7.0,5.0
2006-04-05,5.94853859,6.0,7.0,5.0
2006-04-06,5.97840786,6.0,7.0,5.0
2006-04-07,5.9564106,6.0,7.0,5.0
2006-04-08,,6.0,7.0,5.0
2006-04-09,,6.0,7.0,5.0
2006-04-10,5.86703688,6.0,7.0,5.0
2006-04-11,5.85647909,6.0,7.0,5.0
2006-04-12,5.86394141,6.0,7.0,5.0
2006-04-13,,6.0,7.0,5.0
2006-04-14,,6.0,7.0,5.0
2006-04-15,,6.0,7.0,5.0
2006-04-16,,6.0,7.0,5.0
2006-04-17,5.93018971,6.0,7.0,5.0
2006-04-18,5.88993986,6.0,7.0,5.0
2006-04-19,5.89739185,6.0,7.0,5.0
2006-04-20,5.89745345,6.0,7.0,5.0
2006-04-21,5.89937584,6.0,7.0,5.0
2006-04-22,,6.0,7.0,5.0
2006-04-23,,6.0,7.0,5.0
2006-04-24,5.88517026,6.0,7.0,5.0
2006-04-25,5.89267918,6.0,7.0,5.0
2006-04-26,5.90337933,6.0,7.0,5.0
2006-04-27,5.87778711,6.0,7.0,5.0
2006-04-28,5.87849225,6.0,7.0,5.0
2006-04-29,,6.0,7.0,5.0
2006-04-30,,6.0,7.0,5.0
2006-05-01,,6.0,7.0,5.0
2006-05-02,6.14437306,6.25,7.25,5.25
2006-05-03,6.12998202,6.25,7.25,5.25
2006-05-04,6.10853847,6.25,7.25,5.25
2006-05-05,6.15485016,6.25,7.25,5.25
2006-05-06,,6.25,7.25,5.25
2006-05-07,,6.25,7.25,5.25
2006-05-08,6.16811204,6.25,7.25,5.25
2006-05-09,6.16274768,6.25,7.25,5.25
2006-05-10,6.17502587,6.25,7.25,5.25
2006-05-11,6.16713915,6.25,7.25,5.25
2006-05-12,6.18754853,6.25,7.25,5.25
2006-05-13,,6.25,7.25,5.25
2006-05-14,,6.25,7.25,5.25
2006-05-15,6.31387294,6.25,7.25,5.25
2006-05-16,6.19680585,6.25,7.25,5.25
2006-05-17,6.24930435,6.25,7.25,5.25
2006-05-18,6.22125304,6.25,7.25,5.25
2006-05-19,6.31418143,6.25,7.25,5.25
2006-05-20,,6.25,7.25,5.25
2006-05-21,,6.25,7.25,5.25
2006-05-22,6.27901249,6.25,7.25,5.25
2006-05-23,6.26723689,6.25,7.25,5.25
2006-05-24,6.2328169,6.25,7.25,5.25
2006-05-25,6.23220988,6.25,7.25,5.25
2006-05-26,6.30991168,6.25,7.25,5.25
2006-05-27,,6.25,7.25,5.25
2006-05-28,,6.25,7.25,5.25
2006-05-29,,6.25,7.25,5.25
2006-05-30,6.22091573,6.25,7.25,5.25
2006-05-31,6.28238236,6.25,7.25,5.25
2006-06-01,6.3261729,6.25,7.25,5.25
2006-06-02,6.35186954,6.25,7.25,5.25
2006-06-03,,6.25,7.25,5.25
2006-06-04,,6.25,7.25,5.25
2006-06-05,6.19119552,6.25,7.25,5.25
2006-06-06,6.15654321,6.25,7.25,5.25
2006-06-07,6.19417475,6.25,7.25,5.25
2006-06-08,6.1934676,6.25,7.25,5.25
2006-06-09,6.20366359,6.25,7.25,5.25
2006-06-10,,6.25,7.25,5.25
2006-06-11,,6.25,7.25,5.25
2006-06-12,6.2217606,6.25,7.25,5.25
2006-06-13,6.25000577,6.25,7.25,5.25
2006-06-14,6.26725193,6.25,7.25,5.25
2006-06-15,6.2991496,6.25,7.25,5.25
2006-06-16,6.28039497,6.25,7.25,5.25
2006-06-17,,6.25,7.25,5.25
2006-06-18,,6.25,7.25,5.25
2006-06-19,,6.25,7.25,5.25
2006-06-20,6.33739557,6.25,7.25,5.25
2006-06-21,6.51635188,6.5,7.5,5.5
2006-06-22,6.44777967,6.5,7.5,5.5
2006-06-23,6.51139488,6.5,7.5,5.5
2006-06-24,,6.5,7.5,5.5
2006-06-25,,6.5,7.5,5.5
2006-06-26,,6.5,7.5,5.5
2006-06-27,6.49745309,6.5,7.5,5.5
2006-06-28,6.53124161,6.5,7.5,5.5
2006-06-29,6.92774067,6.5,7.5,5.5
2006-06-30,6.81911892,6.5,7.5,5.5
2006-07-01,,6.5,7.5,5.5
2006-07-02,,6.5,7.5,5.5
2006-07-03,,6.5,7.5,5.5
2006-07-04,6.64286111,6.5,7.5,5.5
2006-07-05,6.52791152,6.5,7.5,5.5
2006-07-06,6.7784703,6.5,7.5,5.5
2006-07-07,6.59465545,6.5,7.5,5.5
2006-07-08,,6.5,7.5,5.5
2006-07-09,,6.5,7.5,5.5
2006-07-10,6.65159567,6.5,7.5,5.5
2006-07-11,6.54160763,6.5,7.5,5.5
2006-07-12,6.85473611,6.5,7.5,5.5
2006-07-13,6.56862017,6.5,7.5,5.5
2006-07-14,6.5876132,6.5,7.5,5.5
2006-07-15,,6.5,7.5,5.5
2006-07-16,,6.5,7.5,5.5
2006-07-17,6.5800055,6.5,7.5,5.5
2006-07-18,6.69826191,6.5,7.5,5.5
2006-07-19,6.5259658,6.5,7.5,5.5
2006-07-20,,6.5,7.5,5.5
2006-07-21,6.7821195,6.5,7.5,5.5
2006-07-22,,6.5,7.5,5.5
2006-07-23,,6.5,7.5,5.5
2006-07-24,6.69643183,6.5,7.5,5.5
2006-07-25,6.58567137,6.5,7.5,5.5
2006-07-26,6.54561324,6.5,7.5,5.5
2006-07-27,6.58016585,6.5,7.5,5.5
2006-07-28,6.49613384,6.5,7.5,5.5
2006-07-29,,6.5,7.5,5.5
2006-07-30,,6.5,7.5,5.5
2006-07-31,6.59698991,6.5,7.5,5.5
2006-08-01,6.57558743,6.5,7.5,5.5
2006-08-02,6.53061099,6.5,7.5,5.5
2006-08-03,6.5619619,6.5,7.5,5.5
2006-08-04,6.550013,6.5,7.5,5.5
2006-08-05,,6.5,7.5,5.5
2006-08-06,,6.5,7.5,5.5
2006-08-07,,6.5,7.5,5.5
2006-08-08,6.54724409,6.5,7.5,5.5
2006-08-09,6.50312029,6.5,7.5,5.5
2006-08-10,6.49649278,6.5,7.5,5.5
2006-08-11,6.50396578,6.5,7.5,5.5
2006-08-12,,6.5,7.5,5.5
2006-08-13,,6.5,7.5,5.5
2006-08-14,6.50123716,6.5,7.5,5.5
2006-08-15,6.49581957,6.5,7.5,5.5
2006-08-16,6.47695431,6.5,7.5,5.5
2006-08-17,6.49385082,6.5,7.5,5.5
2006-08-18,6.52176616,6.5,7.5,5.5
2006-08-19,,6.5,7.5,5.5
2006-08-20,,6.5,7.5,5.5
2006-08-21,,6.5,7.5,5.5
2006-08-22,6.79990458,6.75,7.75,5.75
2006-08-23,6.78288536,6.75,7.75,5.75
2006-08-24,6.78594877,6.75,7.75,5.75
2006-08-25,6.83699703,6.75,7.75,5.75
2006-08-26,,6.75,7.75,5.75
2006-08-27,,6.75,7.75,5.75
2006-08-28,6.75949644,6.75,7.75,5.75
2006-08-29,6.7709496,6.75,7.75,5.75
2006-08-30,6.73388809,6.75,7.75,5.75
2006-08-31,6.80479552,6.75,7.75,5.75
2006-09-01,6.81138012,6.75,7.75,5.75
2006-09-02,,6.75,7.75,5.75
2006-09-03,,6.75,7.75,5.75
2006-09-04,6.69062576,6.75,7.75,5.75
2006-09-05,6.68131155,6.75,7.75,5.75
2006-09-06,6.70227153,6.75,7.75,5.75
2006-09-07,6.74347152,6.75,7.75,5.75
2006-09-08,6.77797795,6.75,7.75,5.75
2006-09-09,,6.75,7.75,5.75
2006-09-10,,6.75,7.75,5.75
2006-09-11,6.68291546,6.75,7.75,5.75
2006-09-12,6.73035701,6.75,7.75,5.75
2006-09-13,6.73136709,6.75,7.75,5.75
2006-09-14,6.72378894,6.75,7.75,5.75
2006-09-15,6.78415773,6.75,7.75,5.75
2006-09-16,,6.75,7.75,5.75
2006-09-17,,6.75,7.75,5.75
2006-09-18,6.72546282,6.75,7.75,5.75
2006-09-19,6.73454331,6.75,7.75,5.75
2006-09-20,6.72473378,6.75,7.75,5.75
2006-09-21,6.73088147,6.75,7.75,5.75
2006-09-22,6.72938642,6.75,7.75,5.75
2006-09-23,,6.75,7.75,5.75
2006-09-24,,6.75,7.75,5.75
2006-09-25,6.73958488,6.75,7.75,5.75
2006-09-26,6.74974472,6.75,7.75,5.75
2006-09-27,6.74454151,6.75,7.75,5.75
2006-09-28,6.71358938,6.75,7.75,5.75
2006-09-29,6.78479181,6.75,7.75,5.75
2006-09-30,,6.75,7.75,5.75
2006-10-01,,6.75,7.75,5.75
2006-10-02,7.0751608,7.0,8.0,6.0
2006-10-03,7.10424515,7.0,8.0,6.0
2006-10-04,7.08401144,7.0,8.0,6.0
2006-10-05,7.05798832,7.0,8.0,6.0
2006-10-06,7.00019913,7.0,8.0,6.0
2006-10-07,,7.0,8.0,6.0
2006-10-08,,7.0,8.0,6.0
2006-10-09,6.78954047,7.0,8.0,6.0
2006-10-10,7.0172692,7.0,8.0,6.0
2006-10-11,6.9819619,7.0,8.0,6.0
2006-10-12,7.00921887,7.0,8.0,6.0
2006-10-13,7.04023489,7.0,8.0,6.0
2006-10-14,,7.0,8.0,6.0
2006-10-15,,7.0,8.0,6.0
2006-10-16,,7.0,8.0,6.0
2006-10-17,6.98868335,7.0,8.0,6.0
2006-10-18,6.98599556,7.0,8.0,6.0
2006-10-19,6.99746672,7.0,8.0,6.0
2006-10-20,7.01454159,7.0,8.0,6.0
2006-10-21,,7.0,8.0,6.0
2006-10-22,,7.0,8.0,6.0
2006-10-23,6.96755181,7.0,8.0,6.0
2006-10-24,6.98394069,7.0,8.0,6.0
2006-10-25,6.96527349,7.0,8.0,6.0
2006-10-26,7.01333024,7.0,8.0,6.0
2006-10-27,7.05994761,7.0,8.0,6.0
2006-10-28,,7.0,8.0,6.0
2006-10-29,,7.0,8.0,6.0
2006-10-30,7.21674545,7.25,8.25,6.25
2006-10-31,7.25132536,7.25,8.25,6.25
2006-11-01,7.23614676,7.25,8.25,6.25
2006-11-02,7.2528539,7.25,8.25,6.25
2006-11-03,7.25751453,7.25,8.25,6.25
2006-11-04,,7.25,8.25,6.25
2006-11-05,,7.25,8.25,6.25
2006-11-06,,7.25,8.25,6.25
2006-11-07,7.2323857,7.25,8.25,6.25
2006-11-08,7.22205899,7.25,8.25,6.25
2006-11-09,7.23874659,7.25,8.25,6.25
2006-11-10,7.24253535,7.25,8.25,6.25
2006-11-11,,7.25,8.25,6.25
2006-11-12,,7.25,8.25,6.25
2006-11-13,,7.25,8.25,6.25
2006-11-14,7.27982077,7.25,8.25,6.25
2006-11-15,7.28262084,7.25,8.25,6.25
2006-11-16,7.23734719,7.25,8.25,6.25
2006-11-17,7.26173329,7.25,8.25,6.25
2006-11-18,,7.25,8.25,6.25
2006-11-19,,7.25,8.25,6.25
2006-11-20,7.23857962,7.25,8.25,6.25
2006-11-21,7.24021742,7.25,8.25,6.25
2006-11-22,7.23642559,7.25,8.25,6.25
2006-11-23,7.24191552,7.25,8.25,6.25
2006-11-24,7.25417556,7.25,8.25,6.25
2006-11-25,,7.25,8.25,6.25
2006-11-26,,7.25,8.25,6.25
2006-11-27,7.2445502,7.25,8.25,6.25
2006-11-28,7.26366129,7.25,8.25,6.25
2006-11-29,7.24084371,7.25,8.25,6.25
2006-11-30,7.24776279,7.25,8.25,6.25
2006-12-01,7.24233727,7.25,8.25,6.25
2006-12-02,,7.25,8.25,6.25
2006-12-03,,7.25,8.25,6.25
2006-12-04,7.2594482,7.25,8.25,6.25
2006-12-05,7.25377626,7.25,8.25,6.25
2006-12-06,7.24094998,7.25,8.25,6.25
2006-12-07,7.27507711,7.25,8.25,6.25
2006-12-08,,7.25,8.25,6.25
2006-12-09,,7.25,8.25,6.25
2006-12-10,,7.25,8.25,6.25
2006-12-11,7.24714542,7.25,8.25,6.25
2006-12-12,7.26362641,7.25,8.25,6.25
2006-12-13,7.25329707,7.25,8.25,6.25
2006-12-14,7.27237392,7.25,8.25,6.25
2006-12-15,7.25858111,7.25,8.25,6.25
2006-12-16,,7.25,8.25,6.25
2006-12-17,,7.25,8.25,6.25
2006-12-18,7.5175839,7.5,8.5,6.5
2006-12-19,7.52047864,7.5,8.5,6.5
2006-12-20,7.52030191,7.5,8.5,6.5
2006-12-21,7.52251717,7.5,8.5,6.5
2006-12-22,7.54547304,7.5,8.5,6.5
2006-12-23,,7.5,8.5,6.5
2006-12-24,,7.5,8.5,6.5
2006-12-25,,7.5,8.5,6.5
2006-12-26,7.52920446,7.5,8.5,6.5
2006-12-27,7.50795546,7.5,8.5,6.5
2006-12-28,7.53244869,7.5,8.5,6.5
2006-12-29,,7.5,8.5,6.5
2006-12-30,,7.5,8.5,6.5
2006-12-31,,7.5,8.5,6.5
2007-01-01,,7.5,8.5,6.5
2007-01-02,7.51684225,7.5,8.5,6.5
2007-01-03,7.53628543,7.5,8.5,6.5
2007-01-04,7.52000846,7.5,8.5,6.5
2007-01-05,7.51910986,7.5,8.5,6.5
2007-01-06,,7.5,8.5,6.5
2007-01-07,,7.5,8.5,6.5
2007-01-08,,7.5,8.5,6.5
2007-01-09,7.54615933,7.5,8.5,6.5
2007-01-10,7.52825168,7.5,8.5,6.5
2007-01-11,7.52752642,7.5,8.5,6.5
2007-01-12,7.55240286,7.5,8.5,6.5
2007-01-13,,7.5,8.5,6.5
2007-01-14,,7.5,8.5,6.5
2007-01-15,7.52305197,7.5,8.5,6.5
2007-01-16,7.53260155,7.5,8.5,6.5
2007-01-17,7.53070594,7.5,8.5,6.5
2007-01-18,7.49775532,7.5,8.5,6.5
2007-01-19,7.51530612,7.5,8.5,6.5
2007-01-20,,7.5,8.5,6.5
2007-01-21,,7.5,8.5,6.5
2007-01-22,7.47587779,7.5,8.5,6.5
2007-01-23,7.49501683,7.5,8.5,6.5
2007-01-24,7.49689916,7.5,8.5,6.5
2007-01-25,7.50896938,7.5,8.5,6.5
2007-01-26,7.48683577,7.5,8.5,6.5
2007-01-27,,7.5,8.5,6.5
2007-01-28,,7.5,8.5,6.5
2007-01-29,7.71469813,7.75,8.75,6.75
2007-01-30,7.78108294,7.75,8.75,6.75
2007-01-31,7.74203858,7.75,8.75,6.75
2007-02-01,7.7493953,7.75,8.75,6.75
2007-02-02,7.7508624,7.75,8.75,6.75
2007-02-03,,7.75,8.75,6.75
2007-02-04,,7.75,8.75,6.75
2007-02-05,7.7284178,7.75,8.75,6.75
2007-02-06,7.73625127,7.75,8.75,6.75
2007-02-07,7.70775743,7.75,8.75,6.75
2007-02-08,7.72991235,7.75,8.75,6.75
2007-02-09,7.77493078,7.75,8.75,6.75
2007-02-10,,7.75,8.75,6.75
2007-02-11,,7.75,8.75,6.75
2007-02-12,7.73080947,7.75,8.75,6.75
2007-02-13,7.68208881,7.75,8.75,6.75
2007-02-14,7.74228517,7.75,8.75,6.75
2007-02-15,7.73658913,7.75,8.75,6.75
2007-02-16,7.74047608,7.75,8.75,6.75
2007-02-17,,7.75,8.75,6.75
2007-02-18,,7.75,8.75,6.75
2007-02-19,7.73441594,7.75,8.75,6.75
2007-02-20,7.74793705,7.75,8.75,6.75
2007-02-21,7.72469465,7.75,8.75,6.75
2007-02-22,7.72492666,7.75,8.75,6.75
2007-02-23,7.72673925,7.75,8.75,6.75
2007-02-24,,7.75,8.75,6.75
2007-02-25,,7.75,8.75,6.75
2007-02-26,8.07805817,8.0,9.0,7.0
2007-02-27,7.96898756,8.0,9.0,7.0
2007-02-28,7.99085442,8.0,9.0,7.0
2007-03-01,8.01576205,8.0,9.0,7.0
2007-03-02,8.00986146,8.0,9.0,7.0
2007-03-03,,8.0,9.0,7.0
2007-03-04,,8.0,9.0,7.0
2007-03-05,8.01066097,8.0,9.0,7.0
2007-03-06,8.00250335,8.0,9.0,7.0
2007-03-07,8.02083489,8.0,9.0,7.0
2007-03-08,8.00413856,8.0,9.0,7.0
2007-03-09,8.04327521,8.0,9.0,7.0
2007-03-10,,8.0,9.0,7.0
2007-03-11,,8.0,9.0,7.0
2007-03-12,7.9672567,8.0,9.0,7.0
2007-03-13,8.00664008,8.0,9.0,7.0
2007-03-14,7.98979805,8.0,9.0,7.0
2007-03-15,8.00476525,8.0,9.0,7.0
2007-03-16,7.98440042,8.0,9.0,7.0
2007-03-17,,8.0,9.0,7.0
2007-03-18,,8.0,9.0,7.0
2007-03-19,,8.0,9.0,7.0
2007-03-20,7.99420876,8.0,9.0,7.0
2007-03-21,7.97358069,8.0,9.0,7.0
2007-03-22,7.95366761,8.0,9.0,7.0
2007-03-23,7.99068795,8.0,9.0,7.0
2007-03-24,,8.0,9.0,7.0
2007-03-25,,8.0,9.0,7.0
2007-03-26,8.04731867,8.25,9.25,7.25
2007-03-27,7.83386364,8.25,9.25,7.25
2007-03-28,7.80417871,8.25,9.25,7.25
2007-03-29,7.75093411,8.25,9.25,7.25
2007-03-30,7.90187892,8.25,9.25,7.25
2007-03-31,,8.25,9.25,7.25
2007-04-01,,8.25,9.25,7.25
2007-04-02,7.99058003,8.25,9.25,7.25
2007-04-03,7.34281134,8.25,9.25,7.25
2007-04-04,8.00217604,8.25,9.25,7.25
2007-04-05,,8.25,9.25,7.25
2007-04-06,,8.25,9.25,7.25
2007-04-07,,8.25,9.25,7.25
2007-04-08,,8.25,9.25,7.25
2007-04-09,8.1049538,8.25,9.25,7.25
2007-04-10,8.07121026,8.25,9.25,7.25
2007-04-11,7.91409502,8.25,9.25,7.25
2007-04-12,8.09679099,8.25,9.25,7.25
2007-04-13,8.07496884,8.25,9.25,7.25
2007-04-14,,8.25,9.25,7.25
2007-04-15,,8.25,9.25,7.25
2007-04-16,8.12572655,8.25,9.25,7.25
2007-04-17,8.08088195,8.25,9.25,7.25
2007-04-18,8.07124223,8.25,9.25,7.25
2007-04-19,8.03366269,8.25,9.25,7.25
2007-04-20,8.10183562,8.25,9.25,7.25
2007-04-21,,8.25,9.25,7.25
2007-04-22,,8.25,9.25,7.25
2007-04-23,8.07660642,8.25,9.25,7.25
2007-04-24,8.12232967,8.25,9.25,7.25
2007-04-25,8.1169213,8.25,9.25,7.25
2007-04-26,8.12325713,8.25,9.25,7.25
2007-04-27,8.10790164,8.25,9.25,7.25
2007-04-28,,8.25,9.25,7.25
2007-04-29,,8.25,9.25,7.25
2007-04-30,8.03605414,8.25,9.25,7.25
2007-05-01,,8.25,9.25,7.25
2007-05-02,8.42141552,8.5,9.5,7.5
2007-05-03,8.40654772,8.5,9.5,7.5
2007-05-04,8.39008024,8.5,9.5,7.5
2007-05-05,,8.5,9.5,7.5
2007-05-06,,8.5,9.5,7.5
2007-05-07,8.40383004,8.5,9.5,7.5
2007-05-08,8.40571417,8.5,9.5,7.5
2007-05-09,8.3517108,8.5,9.5,7.5
2007-05-10,8.40144682,8.5,9.5,7.5
2007-05-11,8.39188287,8.5,9.5,7.5
2007-05-12,,8.5,9.5,7.5
2007-05-13,,8.5,9.5,7.5
2007-05-14,8.39393044,8.5,9.5,7.5
2007-05-15,8.39920143,8.5,9.5,7.5
2007-05-16,8.40950865,8.5,9.5,7.5
2007-05-17,8.3930766,8.5,9.5,7.5
2007-05-18,8.40177089,8.5,9.5,7.5
2007-05-19,,8.5,9.5,7.5
2007-05-20,,8.5,9.5,7.5
2007-05-21,,8.5,9.5,7.5
2007-05-22,8.62107709,8.75,9.75,7.75
2007-05-23,8.62569113,8.75,9.75,7.75
2007-05-24,8.63727432,8.75,9.75,7.75
2007-05-25,8.6268846,8.75,9.75,7.75
2007-05-26,,8.75,9.75,7.75
2007-05-27,,8.75,9.75,7.75
2007-05-28,8.63605482,8.75,9.75,7.75
2007-05-29,8.61499322,8.75,9.75,7.75
2007-05-30,8.63073065,8.75,9.75,7.75
2007-05-31,8.62261557,8.75,9.75,7.75
2007-06-01,8.65750486,8.75,9.75,7.75
2007-06-02,,8.75,9.75,7.75
2007-06-03,,8.75,9.75,7.75
2007-06-04,8.68505879,8.75,9.75,7.75
2007-06-05,8.64879421,8.75,9.75,7.75
2007-06-06,8.64282231,8.75,9.75,7.75
2007-06-07,8.65820098,8.75,9.75,7.75
2007-06-08,8.67704395,8.75,9.75,7.75
2007-06-09,,8.75,9.75,7.75
2007-06-10,,8.75,9.75,7.75
2007-06-11,,8.75,9.75,7.75
2007-06-12,8.64591163,8.75,9.75,7.75
2007-06-13,8.65174502,8.75,9.75,7.75
2007-06-14,8.71002026,8.75,9.75,7.75
2007-06-15,8.72098196,8.75,9.75,7.75
2007-06-16,,8.75,9.75,7.75
2007-06-17,,8.75,9.75,7.75
2007-06-18,,8.75,9.75,7.75
2007-06-19,9.11332007,9.0,10.0,8.0
2007-06-20,9.03809183,9.0,10.0,8.0
2007-06-21,9.10088126,9.0,10.0,8.0
2007-06-22,8.98060684,9.0,10.0,8.0
2007-06-23,,9.0,10.0,8.0
2007-06-24,,9.0,10.0,8.0
2007-06-25,9.01349679,9.0,10.0,8.0
2007-06-26,9.01565817,9.0,10.0,8.0
2007-06-27,9.04387034,9.0,10.0,8.0
2007-06-28,9.04157024,9.0,10.0,8.0
2007-06-29,9.12010242,9.0,10.0,8.0
2007-06-30,,9.0,10.0,8.0
2007-07-01,,9.0,10.0,8.0
