fecha,Efectivo,m1,m2,m3
1989-12-31,642.738,1694.747,4582.625,4892.5461000000005
1990-01-31,511.47,1580.9950000000001,4709.892,4999.6157410000005
1990-02-28,507.702,1579.027,4764.216,5169.352138
1990-03-31,498.901,1578.6200000000001,4843.031,5254.583838
1990-04-30,498.354,1633.5510000000002,4982.424,5429.617902
1990-05-31,537.961,1622.389,4989.486,5398.7179830000005
1990-06-30,547.466,1705.145,5153.3240000000005,5563.341995000001
1990-07-31,515.212,1674.722,5242.473,5684.243041
1990-08-31,523.329,1714.839,5336.847,5751.549687
1990-09-30,527.104,1710.66,5454.979,5885.86298
1990-10-31,575.741,1787.012,5642.945,6029.362149
1990-11-30,587.092,1856.7910000000002,5720.362,6170.059818
1990-12-31,817.306,2122.489,6034.223,6482.9944909999995
1991-01-31,655.708,1991.984,6142.404,6550.766611
1991-02-28,629.503,1931.469,6032.012,6624.421334
1991-03-31,644.532,1959.7760000000003,6101.619000000001,6660.031999
1991-04-30,605.336,1986.686,6238.804,6893.328977
1991-05-31,656.331,2094.0460000000003,6476.616,7030.711483
1991-06-30,701.376,2140.75,6499.707,7094.673436
1991-07-31,690.711,2100.133,6416.938,7018.164458
1991-08-31,664.421,2105.081,6435.796,6967.983789
1991-09-30,657.584,2219.563,6749.094,7294.787493
1991-10-31,758.27,2305.542,7215.59,7688.167915
1991-11-30,772.468,2456.348,7531.729,8133.561402
